R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 20
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 20
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YHL034C	SBP1	0.109091	0.509372	-0.46256	4.50277	4.87734	0.166549	0.110258	4	8	wilcoxon	E
YDR244W	PEX5	0.109091	0.509372	-0.46256	4.07294	4.66188	0.165056	0.0749248	4	8	wilcoxon	E
YJR133W	XPT1	0.0161616	0.225889	-0.462196	4.61521	5.18614	0.106418	0.0849029	4	8	wilcoxon	E
YBR220C	YBR220C	0.109091	0.509372	-0.4583	4.85893	5.52434	0.044114	0.126853	4	8	wilcoxon	E
YBR093C	PHO5	0.682828	0.937367	-0.455447	3.39085	3.97828	0.154132	0.332408	4	8	wilcoxon	E
YMR126C	DLT1	0.0282828	0.29648	-0.453447	4.5181	5.1222	0.550393	0.205845	4	8	wilcoxon	E
YBR227C	MCX1	0.0484848	0.364066	-0.453393	4.71231	5.31054	0.0472716	0.102797	4	8	wilcoxon	E
YDL051W	LHP1	0.00808081	0.161426	-0.453029	4.71866	5.36328	0.0495277	0.0845224	4	8	wilcoxon	E
YDL038C	YDL038C	0.0484848	0.364066	-0.452652	4.78349	5.40939	0.0612667	0.0997421	4	8	wilcoxon	E
YDR127W	ARO1	0.153535	0.57849	-0.450276	2.79531	3.62353	0.24412	0.23579	4	8	wilcoxon	E
YBR203W	COS111	0.153535	0.57849	-0.45016	5.08382	5.69796	0.0508053	0.16164	4	8	wilcoxon	E
YDR126W	SWF1	0.0282828	0.29648	-0.44928	3.95657	4.53766	0.0629469	0.101523	4	8	wilcoxon	E
YBR201W	DER1	0.282828	0.712963	-0.447437	5.11819	5.77868	0.0553609	0.128326	4	8	wilcoxon	E
YCL016C	DCC1	0.0040404	0.113319	-0.446588	3.49549	4.0611	0.0682223	0.087173	4	8	wilcoxon	E
YCR102W-A	YCR102W-A	0.0161616	0.225889	-0.446224	4.64308	5.27889	0.0680702	0.0784598	4	8	wilcoxon	E
YBR272C	HSM3	0.0282828	0.29648	-0.440997	4.86385	5.45505	0.0884257	0.0857784	4	8	wilcoxon	E
YGR174C	CBP4	0.0161616	0.225889	-0.432979	4.19222	4.64404	0.12875	0.0646186	4	8	wilcoxon	E
YDL025C	RTK1	0.0161616	0.225889	-0.430098	4.89758	5.48912	0.0358522	0.0774357	4	8	wilcoxon	E
YGR038W	ORM1	0.0161616	0.225889	-0.429745	4.46869	4.98844	0.0719137	0.105603	4	8	wilcoxon	E
YOR017W	PET127	0.0161616	0.225889	-0.42871	4.49653	5.08608	0.0899495	0.0724865	4	8	wilcoxon	E
YJL078C	PRY3	0.0161616	0.225889	-0.428378	4.61494	5.15721	0.0944966	0.0929542	4	8	wilcoxon	E
YBR022W	POA1	0.0727273	0.430769	-0.425642	4.78601	5.41282	0.0447581	0.10729	4	8	wilcoxon	E
YLR059C	REX2	0.0040404	0.113319	-0.425315	4.55888	5.17725	0.0582925	0.0429968	4	8	wilcoxon	E
YOR065W	CYT1	0.0161616	0.225889	-0.424768	3.97723	4.52135	0.13228	0.0611172	4	8	wilcoxon	E
YFL036W	RPO41	0.367677	0.782861	-0.421811	4.03907	4.5495	0.0371204	0.157332	4	8	wilcoxon	E
YKR019C	IRS4	0.0161616	0.225889	-0.421753	4.06699	4.65458	0.101956	0.0823048	4	8	wilcoxon	E
YMR167W	MLH1	0.0161616	0.225889	-0.419327	4.25359	4.82097	0.104329	0.0611925	4	8	wilcoxon	E
YOR299W	BUD7	0.0161616	0.225889	-0.418449	4.50702	4.98503	0.118955	0.0409836	4	8	wilcoxon	E
YBR197C	YBR197C	0.0161616	0.225889	-0.418156	4.6674	5.19272	0.0597632	0.112201	4	8	wilcoxon	E
YDR334W	SWR1	0.00808081	0.161426	-0.417755	4.00075	4.51143	0.0967963	0.064315	4	8	wilcoxon	E
YBR176W	ECM31	0.214141	0.643184	-0.417569	4.91237	5.60198	0.0789522	0.129543	4	8	wilcoxon	E
YGR071C	ENV11	0.0282828	0.29648	-0.415142	4.63952	5.26364	0.137942	0.0592879	4	8	wilcoxon	E
YJR137C	ECM17	0.0282828	0.29648	-0.414831	4.58778	5.11794	0.0896619	0.0837336	4	8	wilcoxon	E
YGR132C	PHB1	0.0040404	0.113319	-0.413066	4.42023	4.97976	0.0720464	0.125479	4	8	wilcoxon	E
YMR166C	YMR166C	0.0484848	0.364066	-0.412885	4.23566	4.77271	0.0561492	0.114154	4	8	wilcoxon	E
YFL042C	YFL042C	0.0040404	0.113319	-0.410446	4.60869	5.15093	0.0621008	0.0626033	4	8	wilcoxon	E
YPL172C	COX10	0.153535	0.57849	-0.409871	4.21212	4.77885	0.038331	0.122346	4	8	wilcoxon	E
YGR250C	YGR250C	0.0484848	0.364066	-0.409033	4.68507	5.21052	0.0922456	0.105673	4	8	wilcoxon	E
YDL027C	YDL027C	0.0161616	0.225889	-0.405505	4.78333	5.28926	0.0879629	0.0764116	4	8	wilcoxon	E
YGR072W	UPF3	0.0161616	0.225889	-0.403115	4.4988	4.97129	0.105685	0.0775874	4	8	wilcoxon	E
YOR125C	CAT5	0.0282828	0.29648	-0.403111	4.03364	4.73896	0.0985297	0.0838887	4	8	wilcoxon	E
YCR073W-A	SOL2	0.0484848	0.364066	-0.402834	4.91955	5.4529	0.0229043	0.102282	4	8	wilcoxon	E
YHR126C	ANS1	0.0161616	0.225889	-0.400511	4.53429	5.15445	0.0785105	0.0775972	4	8	wilcoxon	E
YGR028W	MSP1	0.00808081	0.161426	-0.399682	4.66364	5.23346	0.118977	0.0566378	4	8	wilcoxon	E
YCR086W	CSM1	0.0727273	0.430769	-0.396245	3.96353	4.45865	0.103989	0.0811757	4	8	wilcoxon	E
YCL024W	KCC4	0.214141	0.643184	-0.395337	4.57753	5.2269	0.245493	0.0944235	4	8	wilcoxon	E
YDL184C	RPL41A	0.682828	0.937367	-0.392264	4.55834	5.10512	0.390727	0.0876511	4	8	wilcoxon	E
YDR241W	BUD26	0.282828	0.712963	-0.391746	4.58374	5.13831	0.0845028	0.24998	4	8	wilcoxon	E
YBR223C	TDP1	0.0282828	0.29648	-0.391133	4.78825	5.36597	0.0398437	0.0901861	4	8	wilcoxon	E
YLL042C	ATG10	0.0040404	0.113319	-0.390738	4.6032	5.07246	0.0603389	0.0806333	4	8	wilcoxon	E
YOL027C	MDM38	0.0282828	0.29648	-0.389953	4.23378	4.80407	0.107443	0.0249925	4	8	wilcoxon	E
YGL043W	DST1	0.0282828	0.29648	-0.389812	4.37457	4.92949	0.102946	0.0781892	4	8	wilcoxon	E
YBR162W-A	YSY6	0.569697	0.89127	-0.388649	5.0655	5.79543	0.103157	0.176239	4	8	wilcoxon	E
YDL104C	QRI7	0.0484848	0.364066	-0.387535	4.71653	5.14144	0.116452	0.110342	4	8	wilcoxon	E
YBR221C	PDB1	0.0484848	0.364066	-0.387213	4.5079	5.0535	0.0238999	0.128763	4	8	wilcoxon	E
YPR069C	SPE3	0.0161616	0.225889	-0.386685	2.36886	2.81	0.109256	0.057992	4	8	wilcoxon	E
YIL153W	RRD1	0.0040404	0.113319	-0.386281	4.29116	4.72009	0.0996196	0.0568756	4	8	wilcoxon	E
YKR101W	SIR1	0.282828	0.712963	-0.383603	4.33878	4.93489	0.192285	0.133248	4	8	wilcoxon	E
YCR073C	SSK22	0.0282828	0.29648	-0.383569	4.89773	5.39442	0.0913454	0.0856949	4	8	wilcoxon	E
YHL047C	ARN2	0.0484848	0.364066	-0.381329	4.78139	5.27657	0.110973	0.0755417	4	8	wilcoxon	E
YLR095C	IOC2	0.0040404	0.113319	-0.381184	4.55141	5.03472	0.0773827	0.0608761	4	8	wilcoxon	E
YGL054C	ERV14	0.0282828	0.29648	-0.377646	4.17848	4.67885	0.0581465	0.0923422	4	8	wilcoxon	E
YBR125C	PTC4	0.214141	0.643184	-0.377253	5.06992	5.5887	0.038873	0.151202	4	8	wilcoxon	E
YOR026W	BUB3	0.109091	0.509372	-0.376496	3.20005	3.68688	0.201772	0.0962056	4	8	wilcoxon	E
YBR051W	YBR051W	0.214141	0.643184	-0.375152	5.08166	5.66141	0.0489407	0.116437	4	8	wilcoxon	E
YOL119C	MCH4	0.0161616	0.225889	-0.374742	4.73176	5.30232	0.0960505	0.0574585	4	8	wilcoxon	E
YHR130C	YHR130C	0.214141	0.643184	-0.374027	4.57604	5.05228	0.113366	0.11211	4	8	wilcoxon	E
YDR375C	BCS1	0.0040404	0.113319	-0.372597	4.18318	4.6433	0.0429382	0.078183	4	8	wilcoxon	E
YDR359C	EAF1	0.349394	0.782861	-0.371327	2.5548	3.19795	0.103316	0.583643	4	8	wilcoxon	E
YNL140C	YNL140C	0.569697	0.89127	-0.370738	3.22262	3.89538	0.31261	0.244586	4	8	wilcoxon	E
YDL010W	GRX6	0.0040404	0.113319	-0.368583	4.76074	5.29515	0.0278109	0.0506733	4	8	wilcoxon	E
YPR191W	QCR2	0.0161616	0.225889	-0.367322	4.05305	4.55758	0.0725612	0.0895895	4	8	wilcoxon	E
YCR069W	CPR4	0.0727273	0.430769	-0.36704	4.79905	5.35291	0.0577315	0.10756	4	8	wilcoxon	E
